artist_raw,primary_artist,songs,plays
Utah Saints,Utah Saints,1,157
V.H.,V.H.,1,52
VITAA,VITAA,1,29
Van Halen,Van Halen,1,13
Van McCoy,Van McCoy,1,49
Van Morrison,Van Morrison,1,37
Van She,Van She,2,157
Van She & Alan Braxe & Fred Falke,Van She,1,19
Vance Joy,Vance Joy,1,59
Vanessa Carlton,Vanessa Carlton,1,19
Vanessa Paradis,Vanessa Paradis,1,116
Vanilla Ice,Vanilla Ice,1,12
Vanity 6,Vanity 6,1,70
Vansire,Vansire,2,181
Vantage,Vantage,6,503
Various Artists,Various Artists,3,140
Vaudeville Smash,Vaudeville Smash,1,90
Vector Graphics,Vector Graphics,1,102
Vegedream,Vegedream,2,308
Vegedream & Ninho,Vegedream,1,106
Velvet Underground,Velvet Underground,2,362
Venetian Princess,Venetian Princess,1,12
Vengaboys,Vengaboys,2,88
Veorra,Veorra,1,118
Vianney,Vianney,1,113
Vicetone,Vicetone,1,73
Victor Deme & Synapson,Victor Deme & Synapson,1,32
Victor Le Masne - Topic,Victor Le Masne - Topic,1,13
Victoria Duffield,Victoria Duffield,1,103
Videoclub,Videoclub,3,342
Village People,Village People,2,64
Vince Dicola,Vince Dicola,1,153
Visitor & Alan Braxe,Visitor,1,418
Visitor,Visitor,1,134
Vitas,Vitas,1,50
Voyage,Voyage,2,26
Voyage (band),Voyage (band),1,62
VØJ & Narvent,VØJ & Narvent,1,10
W&W,W&W,1,41
WKND,WKND,1,24
Walk the Moon,Walk the Moon,1,54
Wallace Collection,Wallace Collection,1,13
Wallows,Wallows,3,39
Wallpaper.,Wallpaper.,1,66
Walter Murphy & Flight Facilities,Walter Murphy & Flight Facilities,1,45
Wang Chung,Wang Chung,1,35
Watermät,Watermät,1,105
Watsky,Watsky,2,108
Wax,Wax,1,19
Wax Audio,Wax Audio,2,224
Wax Tailor,Wax Tailor,2,49
Waze & Odyssey,Waze & Odyssey,1,127
Ween,Ween,1,76
Weezer & Weird Al Yankovic,Weezer,1,146
Weezer,Weezer,1,45
Weightlessness,Weightlessness,1,24
Weird Al Yankovich,Weird Al Yankovich,2,115
Weiss,Weiss,1,7
Wham!,Wham!,1,144
White Stripes,White Stripes,1,6
White Town,White Town,1,110
Whitesnake,Whitesnake,1,9
Whitney Wolanin,Whitney Wolanin,1,41
Will Smith,Will Smith,6,189
Willie Nelson,Willie Nelson,1,54
Wilson Pickett,Wilson Pickett,1,44
Wink,Wink,1,137
Winnie the Pooh,Winnie the Pooh,1,124
Wisin & Yandel,Wisin & Yandel,1,31
Wiz Khalifa,Wiz Khalifa,1,7
Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart,1,5
Wolfgang Gartner,Wolfgang Gartner,3,116
Worakis,Worakis,1,29
Wulf Morpheus,Wulf Morpheus,1,98
Wynter Gordon,Wynter Gordon,1,29
Wünsche,Wünsche,2,211
X Ambassadors,X Ambassadors,1,17
Xinobi,Xinobi,1,46
Yacht,Yacht,1,18
Yael Naïm,Yael Naïm,1,1
Yakosei Amuse,Yakosei Amuse,1,36
Yann Dulché and Fred Falke,Yann Dulché,1,107
Yannick,Yannick,1,38
Yannick Noah,Yannick Noah,1,25
Yeah Yeah Yeahs,Yeah Yeah Yeahs,1,18
Years & Years & Gryffin,Years & Years & Gryffin,1,24
Yeek,Yeek,1,62
Yelle,Yelle,2,80
Ylvis,Ylvis,1,15
Yolanda Be Cool & DCUP,Yolanda Be Cool & DCUP,1,16
Young Jeezy,Young Jeezy,1,25
Young the Giant,Young the Giant,1,106
Young-Holt Unlimited,Young-Holt Unlimited,1,13
Your Favorite Martian,Your Favorite Martian,13,174
Yung Bae,Yung Bae,3,432
Yung Bae & MACROSS 82-99,Yung Bae,1,21
Yurie Kokubu,Yurie Kokubu,1,119
Yves (artist),Yves (artist),1,42
Yves Duteil,Yves Duteil,1,20
ZZ Top,ZZ Top,1,82
Zager & Evans,Zager & Evans,1,63
Zai Kowen,Zai Kowen,1,65
Zane Alexander,Zane Alexander,1,12
Zazie,Zazie,2,41
Zazie et Axel Bauer,Zazie et Axel Bauer,1,21
Zedd,Zedd,1,35
Zedd & Alessia Cara,Zedd,1,31
Zeeky Beats,Zeeky Beats,1,43
Zimmer90,Zimmer90,1,20
Zoot Woman & Le Knight Club,Zoot Woman & Le Knight Club,1,82
a-ha,a-ha,1,39
classic.files,classic.files,1,36
deadmau5,deadmau5,2,83
lobsterdust,lobsterdust,1,24
nawhij,nawhij,6,245
the Fratellis,the Fratellis,1,27
yuugen & Brayan Rojitas,yuugen & Brayan Rojitas,1,32
憂鬱,憂鬱,2,25
